CountryID,Year,CountryName,Region,IncomeLevel,FDINet,FDIInflowstoGDP,FDIInflows,FDIOutflowsPercent,FDIOutflows,GDP,GDPGrowth,GrossNationalSpending,InflationConsumerPrices,InflationRate,InflationPercent,GoodsNetTrade,GoodsandServicesNetTrade,TradePercent,ServicesTradedPercent,GovernmentSpendingToGDP,GovernmentSpendingAnnualGrowth,GovernmentSpending,GovernmentEducationSpendingToGDP,GovernmentEducationSpendingToTotalSpending,GovernmentMilitarySpendingToGDP,GovernmentMilitarySpendingToTotalSpending,GovernmentMilitarySpending,ElectricityAccess,AgriculturalCarbonDioxide,TransportCarbonDioxide,WasteCarbonDioxide,ForestArea,RenewableEnergyConsumption,TotalGreenhouseGas,LongTermExternalDebt,TotalPSD,LongTermPSD,ShortTermPSD,InterestPaymentsPercent,ExternalDebt,TotalDebt,FemaleLifeExpectancy,MaleLifeExpectancy,TotalLifeExpectancy,AdultLiteracyRate,YouthLiteracyRate,BasicDrinkingWater,SafelyManagedDrinkingWater,BasicHandwashing,PovertyRatio,NationalPovertyRatio,SocialPovertyRatio,UnemploymentwithAdvancedEducation,UnemploymentwithBasicEducation,UnemploymentWithintermediateEducation,TotalUnemployment,YouthUnemployment,ExchangeRate
NOR,2022,Norway,Europe & Central Asia,High income,11537635269,2.421270098,14375733479,4.364526164,25913368748,5.94E+11,3.005635161,4.26E+11,5.764123179,28.16182438,28.16182438,1.71E+11,1.66E+11,82.60518658,18.43292017,18.17483332,1.195449499,1798884459,3.968197239,1.122114182,1.55213238,3.895688824,8697821939,100,0.0053,13.7387,0.0556,33.47956186,,10.4900619,,,,,0.92,,,84.2,81,82.56097561,,,100,98.82311034,,,,,1.872,7.885,2.518,3.231,9.929,9.614166667
NPL,2022,Nepal,South Asia,Lower middle income,-66059660.95,0.160405405,66059660.95,,,41182939601,5.631314559,53974416730,7.650791768,8.241191953,8.241191953,-11937226470,-12707845793,48.97340148,7.976682165,8.412561368,9.633529847,34645441.86,3.617783785,,1.111753441,4.454472686,417495219.4,91.3,0.2467,4.6119,,41.59072201,,1.879454167,8229380766,,,,,,0.82,72.364,68.608,70.484,,,91.23509651,16.11663714,63.5428419,2.2,20.3,19.8,,,,,,125.1994578
NRU,2022,Nauru,East Asia & Pacific,High income,11498681.19,,,,,156803087.3,3.022636275,,,-10.80142316,-10.80142316,-61028021.86,-86987952.27,164.7347985,64.17025764,,,,7.853979874,,,,,100,,,,,1.9,0.101686298,,,,,,,,67.841,60.52,64.014,,,,,,,,,,,,,,1.441664459
NZL,2022,New Zealand,East Asia & Pacific,High income,-7488667460,3.3802437,8340194362,0.345612592,852742124,2.47E+11,2.774842648,2.59E+11,7.17222476,5.587087559,5.587087559,-7749642796,-13865087159,54.08691898,11.64565534,21.19493731,2.381177313,528398939.4,5.231218237,13.1385479,1.171827536,2.75995623,282985839.2,100,0.9036,14.8641,0.0022,37.71936349,,16.29582584,,,,,2.97,,,84.4,81.2,82.76097561,,,100,100,,,,,,,,3.297,9.351,1.577183333
OMN,2022,Oman,Middle East & North Africa,High income,-7176332900,6.219913388,6962808843,-0.190742152,-213524057.2,1.12E+11,9.577106131,88568270481,2.506142506,16.98971855,16.98971855,31316557404,22800954136,100.5845399,13.71539959,17.89468594,3.98511887,231989596.9,4.199799939,14.17794995,5.438255784,16.98426642,578348545.5,100,,11.896,,0.007790307,,26.47706473,,,,,,,,76.046,72.356,73.935,97,100,92.43996876,90.85174913,,,,,,,,3.3,,0.3845
PAK,2022,Pakistan,South Asia,Lower middle income,-305000000,0.389980754,1462000000,0.30862362,1157000000,3.75E+11,4.778106869,4.20E+11,19.87385996,13.93701124,13.93701124,-34407000000,-37627107000,33.03135348,4.856788029,1.491885219,-1.332488377,3933359519,1.974449386,9.444368652,3.162974526,15.93274532,135813859.3,95,5.6027,54.0555,,4.726053342,,2.199633701,1.07E+11,,,,,,4.51,68.918,64.134,66.431,,,90.62575385,50.60177857,84.69131223,,,,,,,,,204.8671875
PAN,2022,Panama,Latin America & Caribbean,High income,-2871785545,3.92922448,2997059850,0.164237916,125274304.7,76276116700,10.76966587,74332829900,2.859651288,2.17180786,2.17180786,-6708713548,3038252857,93.68717875,27.33012657,12.79287898,2.93354933,97579113,3.366937935,15.73413418,,,,95,,5.2779,,56.49785791,,4.193649616,,,,,,,,80.091,73.726,76.826,,99.33999634,94.6515653,,,,,,8.323,7.122,11.259,8.281,19.149,1
PER,2022,Peru,Latin America & Caribbean,Upper middle income,-11788738162,4.544400292,11201435821,-0.238267394,-587302340.5,2.46E+11,2.725500216,2.45E+11,8.333706301,4.766461937,4.766461937,10166402413,1688506235,57.25107344,7.465499137,13.37195833,-0.199873174,3296373969,3.833159924,16.47291946,1.153179524,4.878113154,279919985.4,96.2,1.225,23.1808,0.0095,56.23804773,,2.754285097,75787982491,,,,,,3.24,75.495,71.332,73.385,,99.30000305,94.80580932,51.98521171,,4,27.5,25,4.938,3.167,5.182,4.291,7.709,3.835181375
PHL,2022,Philippines,East Asia & Pacific,Lower middle income,-5630950417,2.347509723,9492234668,0.954928174,3861284251,4.04E+11,7.580982128,4.68E+11,5.821158112,5.488648202,5.488648202,-69701347136,-53805933988,72.42968361,16.40851008,15.43674223,5.132576992,682963622.3,3.579681146,15.69646424,1.316526153,5.848687263,5321933198,94.8,1.1971,34.8475,0.1508,24.34305933,,2.145634365,90892856089,66320189112,65384309880,935879232,12.27,,2.11,74.174,70.218,72.187,,99.76999664,94.87631136,47.90190412,81.75091888,,,,3.697,2.065,4.792,2.598,6.863,54.47778584
PLW,2022,Palau,East Asia & Pacific,High income,-72014000,28.1754766,72014000,,,255591062.5,-1.318449033,389858800,12.35266384,9.8633004,9.8633004,-156432000,-192201000,87.73757494,31.50853524,36.34192219,-4.848484848,928867,3.576214389,1.177256584,,,,100,,0.7319,,90.36956522,0.9,82.3357171,,,,,,,,,,,,,99.57044944,90.44084862,,,,,,,,,,1
PNG,2022,Papua New Guinea,East Asia & Pacific,Lower middle income,1263272946,3.770517597,1193266177,7.762244644,2456539123,31647277767,5.707584118,,5.253239222,15.02882075,15.02882075,8734827031,6293492871,,9.278007602,,,,,,0.312718966,1.495949595,97487775.75,19,,2.4906,0.001,79.02817648,54.6,0.931690929,15705035654,,,,11.87,,14.95,69.172,63.378,65.958,,,50.23518094,,29.85549829,,,,4.244,2.662,5.351,2.689,3.79,3.519229705
POL,2022,Poland,Europe & Central Asia,High income,-29177000000,6.006260966,41780000000,1.811797677,12603000000,6.96E+11,5.255456974,6.84E+11,14.42945076,10.68957743,10.68957743,-23193000000,14623000000,123.0213329,21.98538779,18.11912863,0.574234467,126381238.2,,,2.228561897,5.192325332,15341313423,100,1.6795,67.7151,0.1974,31.05949231,,10.78768963,,,,,3.81,,,81.3,73.5,77.30487805,,,90.3695801,88.91449931,,,11.8,,1.306,4.181,3.302,2.811,10.584,4.457758333
PRI,2022,Puerto Rico,Latin America & Caribbean,High income,,,,,,1.14E+11,3.568110247,1.13E+11,,3.033079022,3.033079022,,,98.50071147,,7.247395375,-0.413248884,79778,,,,,,100,,2.0532,,56.06651635,2.5,4.619775766,,,,,,,,83.897,75.578,79.72,,,100,99.87310759,,,,,,,,6,,1
PRK,2022,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,,,,,,,,,,,,,,,,,,,,13.85552123,,,,54.7,0.0254,4.602,0.0111,49.72701603,,3.254692714,,,,,,,,76.146,70.973,73.578,,,93.88750193,66.53139987,,,,,,,,,,
PRT,2022,Portugal,Europe & Central Asia,High income,-5801630114,3.710039297,9531041797,1.451705301,3729411683,2.57E+11,6.985841938,2.63E+11,7.832691242,5.327498944,5.327498944,-27739239766,-5083457909,101.3641473,27.49798648,17.44722687,1.395612173,44821692653,,,1.399269649,3.166672892,356656367.5,100,0.0337,16.4197,0.202,36.15499489,,5.387752661,,,,,4.98,,,84.5,78.8,81.5804878,,,99.26040902,95.15673399,,,,,4.338,6.832,6.637,6.011,19.035,0.949623753
PRY,2022,Paraguay,Latin America & Caribbean,Upper middle income,-724828156.6,1.601880293,672035411.4,-0.125838098,-52792745.24,41952910858,0.176038366,44050193866,9.765566672,8.054460503,8.054460503,-1928659466,-2170819552,73.73790502,10.85241954,11.85912696,-2.164633194,4975248963,3.396199942,24.68515554,0.831483479,3.774192288,365688252.6,100,0.0878,7.1014,0.0001,39.25029356,,6.154444429,22310021648,,,,7.46,,5.28,73.571,67.645,70.475,,99.08000183,99.59839281,64.22060427,,1.8,24.7,23,,,,6.755,14.515,6982.752378
PSE,2022,West Bank and Gaza,Middle East & North Africa,Lower middle income,-390225123.5,1.62179695,310825494.5,-0.414284152,-79399629.06,19165500000,4.082760273,28146800000,3.741223919,1.682656527,1.682656527,-7546535709,-8724189309,82.39492839,15.76989995,2.489942867,-9.29222263,3927,,,,,,100,,,,,15.4,,,,,,,,,75.948,71.024,73.444,98,99,98.44464032,80.33018247,94.9177694,,,,29.559,21.603,24.009,24.42,36.134,
PYF,2022,French Polynesia,East Asia & Pacific,High income,,0.100794866,5860880,0.100794866,5860880,5814661209,4.46607459,7264195622,,1.793611049,1.793611049,,,67.23096626,,31.69711814,,18427698.42,,,,,,100,,0.6191,,43.05963699,7,4.749659388,,,,,,,,85.977,81.329,83.55,,,100,81.81325947,,,,,,,,,,113.4743672
QAT,2022,Qatar,Middle East & North Africa,High income,2307692308,0.032285062,76098901.1,1.011326642,2383791209,2.36E+11,4.185009713,1.49E+11,4.995275537,25.87691737,25.87691737,97444780220,87172802198,100.2136472,30.43094337,12.87673827,,335167281.4,,,6.962166119,26.88689986,1541287913,100,0.0018,14.0773,,,,54.36462047,,,,,,,,83.101,80.626,81.559,,,99.98897214,96.65481606,,,,,,,,0.13,0.54,3.64
ROU,2022,Romania,Europe & Central Asia,High income,-9303199865,3.872901254,11477511659,0.733759196,2174527357,2.96E+11,3.965307663,3.17E+11,13.79548874,12.09196246,12.09196246,-33614107501,-19923067834,93.62156249,21.53667758,16.73578754,-1.434436191,49597235775,,,1.724874287,4.684535815,5187965337,100,0.8554,20.7484,0.0049,30.11582928,,5.825066979,,,,,3.94,,,79.3,71.5,75.30487805,,,99.99999797,82.07232484,,,,,1.678,13.728,5.206,5.614,22.793,4.688475
RUS,2022,Russian Federation,Europe & Central Asia,High income,26714525588,-1.756417945,-39800944227,-0.577504403,-13086418639,2.27E+12,-2.069711525,2.01E+12,,16.71527406,16.71527406,3.16E+11,2.93E+11,43.25870482,5.28131445,17.17768233,2.814861177,3.89237E+11,4.542755737,,4.693483648,12.94421453,12366636460,100,5.9681,257.8949,,49.78433608,,18.17508141,,,,,,,,77.77,67.57,72.54560976,,,97.05159794,76.23310714,,,,,2.597,9.606,4.174,3.867,14.49,68.48494167
RWA,2022,Rwanda,Sub-Saharan Africa,Low income,-305101863.4,2.291214906,305101863.4,0.00000751,1000,13316160895,8.157733085,15471908404,17.68920956,15.91449751,15.91449751,-1988532474,-1984989565,61.14508,13.20844946,17.32817817,1.585146814,2268117425,4.746231254,12.76613998,1.333854622,4.493889355,176431664.6,50.6,,0.5961,,11.26874747,79.9,0.547563078,8700619334,,,,,,2.68,69.244,64.813,67.129,79,90,65.10087807,,18.40200785,,,,18.746,13.763,26.538,15.084,22.109,1030.3083
SAU,2022,Saudi Arabia,Middle East & North Africa,High income,-1093230561,2.530741902,28055082624,2.432125747,26961852063,1.11E+12,7.485984291,9.21E+11,2.474073719,17.98394556,17.98394556,2.35E+11,1.88E+11,63.51366792,10.55042601,2.82961785,9.345982382,239112,,,6.397422153,22.67224773,792,100,0.2834,139.0687,,0.454484135,,24.4584218,,,,,2.97,,,79.525,76.666,77.905,,,98.64975822,,,,,,7.999,2.492,5.482,5.589,15.921,3.75
SDN,2022,Sudan,Sub-Saharan Africa,Low income,-573504494.8,1.110004216,573504494.8,,,51666875363,-0.957816591,51437823792,138.8084602,116.8740754,116.8740754,-5627945772,-5666885770,2.698834436,6.078094167,17.85268199,1.911945,9223922953,,,,,,63.2,0.104,12.0293,,9.644127409,,2.788968573,15253037017,,,,,,0.37,68.184,63.048,65.578,,,64.92007532,,10.76258198,,,,22.381,9.672,11.608,7.53,12.414,546.75885
SEN,2022,Senegal,Sub-Saharan Africa,Lower middle income,,0.253824628,70105040,0.253824628,70105040,27619479060,3.825863637,34888363203,9.696818991,8.727866156,8.727866156,,,80.03307771,,14.95759362,1.471254369,411689385.4,5.987539768,22.47999549,1.538156254,5.722227674,42113743.85,67.9,0.0071,3.5414,,41.49046902,,1.631263497,27008279130,,,,9.86,,7.27,70.2,65.473,67.913,57.66999817,78.13999939,86.24977383,26.69259042,22.24600595,,,,8.414,4.006,6.398,2.837,3.909,623.7597009
SGP,2022,Singapore,East Asia & Pacific,High income,-96533413926,29.8437976,1.49E+11,10.47803144,52230319149,4.98E+11,3.838076785,2.99E+11,6.12106004,13.47813801,13.47813801,1.51E+11,1.92E+11,332.9813699,126.6992424,9.446424372,-1.855118518,47882529.98,2.488919973,1.732593536,2.577718633,15.58336152,123437243.7,100,,6.0305,0.0415,21.18384401,,12.74555962,,,,,0.45,,,85.2,80.7,82.89512195,,,100,100,,,,,3.384,4.186,4.448,3.591,8.434,1.378666667
SLB,2022,Solomon Islands,East Asia & Pacific,Lower middle income,-38366300.18,2.599582143,40718832.69,0.150190983,2352532.508,1566360686,2.402481436,1789975856,5.518129286,2.016612072,2.016612072,-205382499.2,-353282085.9,78.03593096,18.44274706,29.18861795,-11.99583271,45719936.38,8.487378124,25.78161812,,,,76,,0.2055,,90.08610218,50.1,0.898131528,350089295,,,,1.27,,0.73,72.358,69.294,70.742,,,,,,,,,,,,,,8.155528698
SLE,2022,Sierra Leone,Sub-Saharan Africa,Low income,-293970572.8,4.129300497,293970572.8,,,7119137322,5.313554614,7937586522,27.20828838,26.95242766,26.95242766,-594470978.9,-818449220.2,45.06679379,4.286636837,6.685699913,-0.663177547,475964157.8,8.539184573,29.37286949,0.685622766,2.332952392,28961.13488,29.4,,0.5417,,34.57218066,71.6,0.836868614,1346915582,,,,,,1.71,61.693,59.115,60.411,48.63999939,73.45999908,65.34011789,10.26241864,17.83658224,,,,,,,,,14.04764979
SLV,2022,El Salvador,Latin America & Caribbean,Upper middle income,-141595476.6,0.032026181,10244829.51,-0.410612947,-131350647.1,31988920000,2.799552169,39930050000,7.198616156,7.143242839,7.143242839,-9568722114,-8020395515,88.15474233,22.183422,17.95193347,-1.268616346,574262,3.256342686,,1.411247815,5.266232237,458494,100,0.1885,4.1464,,27.74517375,,1.993975147,17974147508,24798671491,22268665526,2530005965,11.83,,11.24,75.813,66.837,71.475,,98.26999664,98.59315999,,,5.5,26.6,23.9,5.189,2.601,3.978,2.999,7.701,1
SMR,2022,San Marino,Europe & Central Asia,High income,-20281751.55,,,,,1831700577,7.898441458,1384973886,,2.764673523,2.764673523,404388410.2,446726807.7,370.4360718,94.96400408,17.98528929,-0.126951968,313193852.6,3.431818485,7.458471298,,,,100,,,,16.66666667,,,,,,,3.02,,,,,,100,100,100,100,,,,,6.54,4.12,5.66,4.91,15.75,0.950915534
SOM,2022,Somalia,Sub-Saharan Africa,Low income,,,,,,10202767270,2.727114296,15854697740,,7.914166411,7.914166411,,,90.75989116,,7.436548634,12.17659184,758733750,,,,15.794125,1137177,48.9,,0.4784,,9.287627124,95.4,1.817918618,2311352699,,,,,,0.2,58.233,54.072,56.107,54,71,58.25950307,,25.09764012,,54.4,,,,,,,
SRB,2022,Serbia,Europe & Central Asia,Upper middle income,-4500108361,6.904815809,4612248812,0.167881046,112140450.4,66797564758,2.630986444,73770485035,11.98151173,10.51592195,10.51592195,-9913465149,-7490310170,131.9376424,31.08505976,18.35613763,1.375329235,12261452922,3.239389896,7.449689865,2.711341294,6.235385117,1723486852,100,,,,32.38581639,,,39445411880,,,,4,,8.98,78.12,72.97,75.48219512,,,95.67813708,75.0752476,,,,,5.748,9.314,9.398,8.439,23.293,111.6621833
SSD,2022,South Sudan,Sub-Saharan Africa,Low income,,,,,,,,,-6.687320942,,,926851600,-590878300,,62.96147007,,,,,,4.152769923,5.796973966,52445647.17,8.4,,,,11.32562151,,,,,,,,,,57.047,54.036,55.567,,,41.18659285,,5.6,,,,,,,,,534.5111887
STP,2022,S?o Tom? and Pr?ncipe,Sub-Saharan Africa,Lower middle income,-126588229.2,23.43601511,126744196,0.028839494,155966.7242,540809499.2,0.168698492,,18.00563511,15.78065099,15.78065099,-142877125.4,-122344817.2,,23.9823714,,,,5.155985876,17.86328565,,,,78,,0.1167,,52.77083333,42.5,1.293829124,339148940.2,,,,,,1.45,71.938,66.054,68.794,93.75,98.18000031,77.34111653,36.30069182,58.0579084,,,,,,,,,23.29040395
SUR,2022,Suriname,Latin America & Caribbean,Upper middle income,-3351403.63,-0.245419019,-9305315.37,-0.333809165,-12656719,3791603200,2.406222356,,52.44602728,49.42328374,49.42328374,755225417.1,258026533.2,,20.65494575,,,,3.434684595,1.955436765,,,,99,,0.8306,0.0002,94.52387398,,5.870685726,3396057595,,,,,,11.03,73.577,67.189,70.289,,,97.99301334,55.79615202,72.11623285,2.1,,21.7,,,,,,24.70917476
SVK,2022,Slovak Republic,Europe & Central Asia,High income,-2781042661,4.163842415,4827084866,1.764914668,2046041140,1.16E+11,0.449673875,1.23E+11,12.77414636,7.488947307,7.488947307,-7596399802,-6953404616,203.8509467,22.03699349,2.493124413,-4.568335748,23757395416,,,1.885696698,4.277394354,285664762.3,100,0.1302,7.5374,,40.05615641,,8.374204124,,72584401488,65188785196,7395616292,2.57,,,80.6,73.7,77.06585366,,,99.78710806,99.18472988,,,,,2.385,40.621,5.613,6.143,19.941,0.949623753
SVN,2022,Slovenia,Europe & Central Asia,High income,-1348969666,3.638372278,2180392923,1.387377154,831423257,59927702746,2.699237557,58881529463,8.833698867,6.517151015,6.517151015,-2287936160,1352093115,186.219595,32.82574726,19.52191389,-0.544838251,1169854162,,,1.292127759,2.747129864,775156293.4,100,0.0027,5.382,0.0055,61.27019229,,8.126980279,,,,,2.73,,,84.1,78.6,81.28292683,,,99.5,98.27432091,,,12.7,,2.653,9.165,4.461,4.011,10.08,0.949623753
SWE,2022,Sweden,Europe & Central Asia,High income,14539210845,8.266901162,47939405794,10.77411244,62478616639,5.80E+11,1.459288508,5.69E+11,8.369290989,5.781937149,5.781937149,23563763165,14101779761,105.8550153,35.09311574,25.32396533,-0.13223387,14685259393,,,1.364276885,2.759872815,772247944.8,100,0.0159,13.6122,0.156,68.69966608,,4.780230956,,,,,1.43,,,84.8,81.5,83.1097561,,,99.73887987,99.73887987,,,16.1,,3.375,24.684,5.659,7.392,21.737,10.11425128
SWZ,2022,Eswatini,Sub-Saharan Africa,Lower middle income,-35061312.44,0.284327761,13350248.3,-0.462392767,-21711064.14,4695372785,-0.067619258,,,9.765898531,9.765898531,60008122.54,-193678628.9,,8.16766894,,,,5.692659723,16.62931625,1.645121394,5.426924771,743152.5783,82.3,,0.8269,,29.06860465,64.7,2.661542993,967039345.7,,,,,,1.97,60.599,52.647,56.36,90.74701691,98.65985107,73.46720192,,,,,,,,,,,16.36228306
SXM,2022,Sint Maarten (Dutch part),Latin America & Caribbean,High income,-15238747.28,1.111283845,17081418.58,0.119880608,1842671.296,1537088715,9.800001111,,,3.460836118,3.460836118,-875870019.6,54478509.87,,91.11672201,,,,4.184413795,22.61136366,,,,100,,,,10.88235294,,,,,,,,,,77.141,71.958,74.409,,,,,,,,,,,,,,1.79
SYC,2022,Seychelles,Sub-Saharan Africa,High income,-226352433.7,9.224018125,189827389.3,-1.77481065,-36525044.45,2057968520,14.97685133,2251399379,2.626036329,1.522390942,1.522390942,-730791907.4,-50785647.2,186.1721117,130.6339665,19.5934319,-12.89322233,43162295.82,4.741351929,,1.332924743,3.757172534,251654.1149,100,,0.6857,,73.26086957,1.9,10.8593737,,,,,,,,76,71.8,73.84878049,,,96.41884356,,,,,,,,,,,14.27279453
SYR,2022,Syrian Arab Republic,Middle East & North Africa,Low income,,,,,,23622827080,0.732781302,,,112.1436535,112.1436535,,,35.60946808,,2.723323585,-49.41593732,64332621.25,,,,,,89,0.0392,4.9323,,2.819315371,,1.790036075,3497976517,,,,,,0.05,76.117,68.671,72.3,,,94.07793298,,84.41615089,,,39.9,,,,,,2505.746911
TCA,2022,Turks and Caicos Islands,Latin America & Caribbean,High income,,,,,,1228794383,6.199999486,,,10.64030185,10.64030185,,,,,,,,4.19913826,12.57886551,,,,99.9,,0.034,,11.07368421,0.8,2.29676969,,,,,,,,77.986,72.165,74.925,,,98.80354177,47.08507718,94.97670485,,,,,,,,,1
TCD,2022,Chad,Sub-Saharan Africa,Low income,,,,,,12396807588,2.804340748,11291344772,5.788026878,15.14512189,15.14512189,,,89.72294937,,4.571727995,-1.548956315,52159595.91,2.538672924,16.72261474,2.748179613,14.59581123,331746766.5,11.7,,1.0252,,3.249241105,70,4.932654635,2290013626,,,,,,3.44,54.769,51.3,52.997,27.28000069,36.06999969,51.99515252,6.247048605,26.2004732,80.9,,41.4,,,,,,623.7597009
TGO,2022,Togo,Sub-Saharan Africa,Low income,,-0.664254219,-54266090,-0.664254219,-54266090,8169476149,5.759542515,9336864807,7.967573616,4.155813151,4.155813151,,,65.48778501,,12.92694558,7.221758644,15663735.67,3.798119366,14.47581959,5.441922623,15.94491178,33668323.3,57.2,,1.3336,0.0002,22.12447141,,1.152662486,2442536312,,,,15.16,,3.01,62.227,60.946,61.588,,,70.99071606,19.41779043,17.33833398,,,,7.068,1.738,5.587,1.965,3.365,623.7597009
THA,2022,Thailand,East Asia & Pacific,Upper middle income,-4049298760,2.391795941,11854822038,1.574820679,7805523278,4.96E+11,2.462769341,4.96E+11,6.077412284,4.766995787,4.766995787,13543168237,-10328988609,132.856382,20.53303849,17.722576,0.133776352,8784198758,2.611872888,11.18556827,1.244545775,5.112988547,639556.6375,99.9,2.1495,78.8804,0.0186,38.75785394,,6.168401347,1.27E+11,,,,5.77,,5.6,83.929,75.473,79.68,91.09986877,98.17295837,100,,85.01881918,,,,2.116,0.561,1.153,0.94,5.094,35.06135021
TJK,2022,Tajikistan,Europe & Central Asia,Lower middle income,-162037819.5,1.624322875,174022240.5,0.111862536,11984421.01,10713525200,8.000000338,14274501805,,8.262272815,8.262272815,-2960170774,-3508137350,65.43551159,7.678910171,1.135716735,-0.719888395,185823457.8,5.715979425,21.35477664,2.259868274,6.973375784,2394283.296,100,0.0394,1.9502,,3.067944376,,2.081736187,5581642769,,,,7.71,,3.57,73.518,69.189,71.288,,,81.93990755,55.29210075,72.95356281,,22.5,,,,,,,11.031075
TKM,2022,Turkmenistan,Europe & Central Asia,Upper middle income,,,,,,58972000000,6.199999936,,,11.04188283,11.04188283,,,37.36095096,,9.497925477,,5549142857,3.733861587,28.68719376,,,,100,0.864,12.1309,,8.782159045,,13.80557891,4147876659,,,,,,1.95,72.916,65.916,69.41,,,100,94.8805427,,,,,,,,,,
TLS,2022,Timor-Leste,East Asia & Pacific,Lower middle income,395383447.1,-12.32263874,-395383447.1,-1.059654166,-34000000,3208594000,-20.58424404,2771832800,7.005309454,11.45852631,11.45852631,893649028.2,452593776.4,97.621921,17.50838572,33.19919797,-0.337353633,1623629,,,1.17851957,2.282895415,44311,99.7,,0.3279,0.0002,61.75521184,11.4,1.471852304,246418364.5,,,,0.13,,0.49,70.815,67.435,69.056,,,87.01863599,,,,,,2.343,2.064,3.091,1.537,3.408,1
TON,2022,Tonga,East Asia & Pacific,Upper middle income,-2503068.339,0.561880376,2911551.97,0.078830445,408483.6316,518180042.2,-2.309860027,697575927.4,10.97136529,2.078029809,2.078029809,-202132010.8,-270380773.1,75.31523094,30.43257626,29.95795933,0.614616687,155236166.3,5.646192738,9.765372276,,,,100,,0.1081,,12.43055556,2.3,3.182536509,165200236.8,,,,,,2.03,74.123,68.581,71.27,,,98.81207614,29.5287017,69.54366217,,,,,,,,,2.327929827
TTO,2022,Trinidad and Tobago,Latin America & Caribbean,High income,2267569398,-3.039590494,-913501690.4,4.505532255,1354067707,30053446092,1.48223484,,5.828386385,20.81452338,20.81452338,9180947378,6889486545,,13.59232019,,,,2.87974237,9.211994849,0.742178729,2.787378718,21716325.59,100,0.0094,2.4282,,44.31773879,,25.48138277,,,,,,,,78.153,71.307,74.708,,92,98.87517077,,,,,,3.484,5.116,4.448,4.383,10.508,6.754128961
